id,submission_date,occpatn_shopkeeper_pre_covid,occpatn_tour_guide_pre_covid,occpatn_trekking_guide_pre_covid,occpatn_rafting_guide_pre_covid,occpatn_mountain_guide_pre_covid,occpatn_driver_pre_covid,occpatn_travel_agent_pre_covid,occpatn_flight_attendent_pre_covid,occpatn_pilot_pre_covid,occpatn_cook_pre_covid,occpatn_hotel_manager_pre_covid,occpatn_hotel_staff_pre_covid,occpatn_waiter_pre_covid,occpatn_bartender_pre_covid,occpatn_porter_pre_covid,other_occpatn_pre_covid,had_frml_employment_contract_pre_covid,had_pan_pre_covid,wrk_type_seasonal_pre_covid,wrk_type_daily_wages_pre_covid,wrk_type_monthly_salary_pre_covid,other_wrk_type_pre_covid,sesonal_work_period,gender_individual,age_individual,education_level_individual,years_of_experience_individual,permanent_district_individual,temporary_district_individual,prsnt_job_status,had_to_change_job_in_trsm,job_in_trsm_changed_to_shopkeeper,job_in_trsm_changed_to_tour_guide,job_in_trsm_changed_to_trekking_guide,job_in_trsm_changed_to_rafting_guide,job_in_trsm_changed_to_mountain_guide,job_in_trsm_changed_to_driver,job_in_trsm_changed_to_travel_agent,job_in_trsm_changed_to_flight_attendent,job_in_trsm_changed_to_pilot,job_in_trsm_changed_to_cook,job_in_trsm_changed_to_hotel_manager,job_in_trsm_changed_to_hotel_staff,job_in_trsm_changed_to_waiter,job_in_trsm_changed_to_bartender,job_in_trsm_changed_to_porter,job_in_trsm_changed_to_other,had_to_change_employer_in_trsm,has_frml_employment_contract_current_trsm_job,have_to_pay_tax_current_trsm_job,add_work_on_agriculture_animal_husbandry,add_work_on_daily_wages,add_work_on_business_occupation,add_work_on_job_estate,add_work_on_professional_work,add_work_on_other_sector,also_had_to_change_add_trsm_job,add_trsm_job_changed_to_shopkeeper,add_trsm_job_changed_to_tour_guide,add_trsm_job_changed_to_trekking_gude,add_trsm_job_changed_to_rafting_guide,add_trsm_job_changed_to_mountain_guide,add_trsm_job_changed_to_driver,add_trsm_job_changed_to_travel_agent,add_trsm_job_changed_to_flight_attendant,add_trsm_job_changed_to_pilot,add_trsm_job_changed_to_cook,add_trsm_job_changed_to_hotel_manager,add_trsm_job_changed_to_hotel_staff,add_trsm_job_changed_to_waiter,add_trsm_job_changed_to_bartender,add_trsm_job_changed_to_porter,add_trsm_job_changed_to_other,had_to_change_employer_add_trsm_job,has_frml_employment_contract_current_add_trsm_job,have_to_pay_tax_current_add_trsm_job,left_trsm_havent_got_new_job,left_trsm_working_on_agriculture_animal_husbandry,left_trsm_working_on_daily_wages,left_trsm_working_on_busniess_occupation,left_trsm_working_on_job_estate,left_trsm_working_on_professional_job,left_trsm_working_on_other_sector,self_had_to_migrate_to_different_location,duration_self_temporary_migration,self_migrated_to_district,family_had_to_migrate_to_different_location,family_migrated_to_district,covid_infectn_self,covid_infectn_self_time,covid_infectn_family,lost_job_due_covid,lost_employment_due_covid,took_low_esteem_job_due_covid,worked_on_reduced_salary_due_covid,worrked_on_rotational_employment_due_covid,could_not_renew_licence_permit_due_covid,suffered_other_impact_due_covid,did_not_suffer_impact_due_covid,full_salary_last_date,took_loan_financial_instutions_due_covid,took_loan_friends_family_due_covid,stopped_family_education_due_covid,stopped_family_health_services_due_covid,sold_personal_assets_due_covid,sold_professional_assets_due_covid,sold_land_property_due_covid,suffered_other_econ_impact_due_covid,did_not_suffer_econ_impact_due_covid,self_incm_chng_2020_v_2019,thought_hard_about_covid_effects,felt_alert_frightened_due_covid_effects,felt_isolated_from_people_environment,had_bad_dreams_about_covid_effects,blamed_self_others_for_hardships_due_covid,felt_increased_social_pressure_due_covid,felt_animosity_within_family_due_covid,took_mental_health_counselling_due_covid,trsm_major_work_district
172145130,2021-04-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Can read and/or write,11 to 15 years,Okhaldhunga,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,0,0,1,1,1,1,1,0,"Gorkha, Kaski, Manang, Mustang, Rasuwa, Solukhumbu"
180979315,2021-05-29,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Kathmandu,"Yes, I am working in tourism sector only",1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, swiched to a new village/city",,Gorkha,"No, they are still living in the same place",,0,,0,1,1,0,0,1,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,0,0,0,Total income was almost zero,1,0,1,1,1,1,0,0,"Dhading, Gorkha, Kaski, Kathmandu, Manang, Mustang, Myagdi"
172200473,2021-04-18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Chitawan,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,1,0,0,1,0,0,0,Before COVID-19 lockdown (Before March 2020),1,1,0,1,0,0,0,0,0,Total income was almost zero,0,0,1,0,1,1,0,0,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur, Manang, Solukhumbu"
171799898,2021-04-15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,1,0,0,0,0,Between March and September 2020,0,1,0,1,0,0,0,0,0,Total income was almost zero,1,1,0,1,1,1,1,1,"Bajhang, Bardiya, Bhojpur, Chitawan, Darchula, Dhading, Dolakha, Dolpa, Gorkha, Humla, Jajarkot, Kalikot, Kapilbastu, Kaski, Kavrepalanchok, Lamjung, Manang, Mugu, Mustang, Myagdi, Ramechhap, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
171804013,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Sankhuwasabha,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in another village / city",Sankhuwasabha,0,,0,1,0,1,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,1,0,0,0,0,Total income was almost zero,1,0,1,1,1,1,0,0,"Baglung, Bhaktapur, Chitawan, Darchula, Gorkha, Ilam, Jumla, Kaski, Kathmandu, Lalitpur, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Sunsari, Taplejung"
171806393,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Solukhumbu,Solukhumbu,"Yes, I am working in tourism sector only",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",Less than a month,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,1,Gorkha
171807687,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,0,1,0,0,Total income was almost zero,1,1,1,1,0,1,1,0,"Chitawan, Dolpa, Gorkha, Ilam, Kailali, Manang, Mustang, Solukhumbu"
171807814,2021-04-15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Bachelor's degree or equivalent,11 to 15 years,Kaski,Kaski,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,1,Between October and December 2020,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,0,0,0,0,0,0,Total income was almost zero,1,0,1,0,0,1,0,0,"Gorkha, Kapilbastu, Kaski, Kathmandu, Manang, Mustang, Myagdi, Tanahu"
171809814,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Solukhumbu,Solukhumbu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, swiched to a new village/city",,Solukhumbu,"Yes, they are living in another village / city",Solukhumbu,0,,0,1,1,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,0,0,0,1,0,0,0,0,Total income was almost zero,1,1,1,0,0,1,0,0,"Dolakha, Dolpa, Gorkha, Humla, Kathmandu, Lamjung, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
171810233,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,"Yes, I am working in tourism sector only",0,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),1,1,0,1,0,0,0,0,0,Total income was almost zero,1,1,1,1,0,1,0,0,"Dolakha, Dolpa, Gorkha, Humla, Jumla, Kaski, Kathmandu, Manang, Mustang, Rasuwa, Solukhumbu"
171813869,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Female,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Gorkha,"Yes, I am working in tourism sector only",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, swiched to a new village/city",,Gorkha,"Yes, they are living in another village / city",Gorkha,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,1,1,0,0,0,Total income was almost zero,1,1,1,1,1,1,1,0,Solukhumbu
171815799,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),1,0,0,0,1,0,0,0,0,Total income was almost zero,1,0,0,0,0,1,0,0,"Bardiya, Bhaktapur, Chitawan, Dailekh, Dhankuta, Dolpa, Kaski, Kathmandu, Khotang, Manang, Mustang, Myagdi, Okhaldhunga, Palpa, Ramechhap, Rasuwa, Rukum East, Solukhumbu"
171815807,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,0,0,1,1,1,0,Solukhumbu
171817761,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,41 - 60 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,1,Between October and December 2020,1,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,1,1,0,0,0,0,0,Total income was almost zero,1,1,1,1,0,1,1,0,"Chitawan, Dolpa, Gorkha, Humla, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu, Taplejung, Terhathum"
171818129,2021-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Male,Less than 20 years,SLC or equivalent,0 to 2 years,Kathmandu,Sankhuwasabha,"Yes, I am working in tourism sector and also in a non-tourim sector",,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,0,0,0,Between March and September 2020,0,1,0,0,0,0,0,0,0,Total income was almost zero,1,0,0,0,0,0,0,0,"Gorkha, Kaski, Kathmandu, Lamjung, Manang, Myagdi"
171818416,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Kathmandu,Kathmandu,"Yes, I am working in tourism sector and also in a non-tourim sector",,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,,,,,,"No, i am living in the same place",,,"No, they are still living in the same place",,0,,0,1,0,0,0,0,1,1,0,Between March and September 2020,0,1,1,1,0,0,0,1,0,Total income decreased by 75%,1,1,0,0,1,1,1,1,"Dolakha, Dolpa, Gorkha, Kathmandu, Mustang, Solukhumbu, Taplejung"
171818717,2021-04-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Khotang,Kathmandu,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, switched to a different neighbourhood ",,,"Yes, they are living in the same village / city but in a different neighborhood",,0,,0,1,0,0,0,0,0,0,0,Before COVID-19 lockdown (Before March 2020),0,1,0,0,0,0,0,0,0,Total income was almost zero,1,1,1,1,0,1,0,0,Solukhumbu
171819765,2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Rasuwa,Rasuwa,"No, currently unemployed but looking for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, but I've moved back since",More than 6 months,,"No, they are still living in the same place",,0,,1,1,0,0,0,0,1,0,0,Between October and December 2020,0,1,1,0,0,0,0,0,0,Total income was almost zero,1,0,1,0,1,1,1,0,"Baglung, Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu"
