Name,Description,Type
perm_stopped_started_other_tourism_job,Flag variable that indicates whether the respondent has started new tourism job in any other position.,Boolean
perm_stopped_started_accountancy_finance_job,"Flag variable that indicates whether the respondent has started new job in ""Accountancy, banking, finance"" sector.",Boolean
perm_stopped_started_consulting_management_job,"Flag variable that indicates whether the respondent has started new job in ""Business, consulting and management"" sector.",Boolean
perm_stopped_started_charity_voluntary_job,"Flag variable that indicates whether the respondent has started new job in ""Charity and voluntary works"" sector.",Boolean
perm_stopped_started_art_design_job,"Flag variable that indicates whether the respondent has started new job in ""Creative arts and design""sector.",Boolean
perm_stopped_started_energy_utillities_job,"Flag variable that indicates whether the respondent has started new job in ""Energy and utilities"" sector.",Boolean
perm_stopped_started_engineering_manufacturing_job,"Flag variable that indicates whether the respondent has started new job in ""Engineering and manufacturing"" sector.",Boolean
perm_stopped_started_environment_agriculture_job,"Flag variable that indicates whether the respondent has started new job in ""Environment and agriculture"" sector.",Boolean
perm_stopped_started_healthcare_job,"Flag variable that indicates whether the respondent has started new job in""Healthcare"" sector.",Boolean
perm_stopped_started_information_technology_job,"Flag variable that indicates whether the respondent has started new job in ""Information Technology"" sector.",Boolean
perm_stopped_started_law_job,"Flag variable that indicates whether the respondent has started new job in ""Law ""sector.",Boolean
perm_stopped_started_marketing_pr_job,"Flag variable that indicates whether the respondent has started new job in ""Marketing, advertising and Public Relations"" sector.",Boolean
perm_stopped_started_internet_media_job,"Flag variable that indicates whether the respondent has started new job in ""Media and Internet"" sector.",Boolean
perm_stopped_started_construction_property_job,"Flag variable that indicates whether the respondent has started new job in ""Property and construction"" sector.",Boolean
perm_stopped_started_public_services_job,"Flag variable that indicates whether the respondent has started new job in ""Public services and administration"" sector.",Boolean
perm_stopped_started_sales_retail_job,"Flag variable that indicates whether the respondent has started new job in ""retail and sales"" sector.",Boolean
perm_stopped_started_teaching_job,"Flag variable that indicates whether the respondent has started new job in ""Teaching/Education "" sector.",Boolean
perm_stopped_started_logistics_transport_job,"Flag variable that indicates whether the respondent has started new job in ""Transport and logistics"" sector.",Boolean
perm_stopped_started_other_non_trsm_job,Flag variable that indicates whether the respondent has started new job in any other sector.,Boolean
